complex_46w.pdb 21.046
complex_85w.pdb 21.076
complex_98w.pdb 21.186
complex_14w.pdb 21.260
complex_78w.pdb 21.261
complex_71w.pdb 21.267
complex_38w.pdb 21.310
complex_135w.pdb 21.402
complex_115w.pdb 21.489
complex_110w.pdb 21.540
complex_43w.pdb 21.572
complex_27w.pdb 21.670
complex_171w.pdb 21.826
complex_42w.pdb 21.827
complex_66w.pdb 22.143
complex_93w.pdb 22.242
complex_48w.pdb 22.558
complex_60w.pdb 22.693
complex_200w.pdb 23.217
