complex_19w.pdb 3.133
complex_170w.pdb 3.144
complex_5w.pdb 3.199
complex_26w.pdb 3.225
complex_60w.pdb 3.274
complex_7w.pdb 3.280
complex_124w.pdb 3.310
complex_129w.pdb 3.314
complex_120w.pdb 3.337
complex_171w.pdb 3.373
complex_200w.pdb 3.379
complex_134w.pdb 3.396
complex_96w.pdb 3.410
complex_72w.pdb 3.508
complex_187w.pdb 3.546
complex_44w.pdb 3.572
complex_23w.pdb 3.578
complex_48w.pdb 3.601
complex_110w.pdb 3.675
complex_127w.pdb 3.684
complex_116w.pdb 3.718
complex_111w.pdb 3.723
complex_38w.pdb 3.756
complex_142w.pdb 3.788
complex_42w.pdb 3.792
complex_49w.pdb 3.797
complex_74w.pdb 3.801
complex_57w.pdb 3.825
complex_43w.pdb 3.884
complex_8w.pdb 3.932
complex_107w.pdb 3.972
complex_69w.pdb 3.981
complex_184w.pdb 4.042
complex_66w.pdb 4.085
complex_186w.pdb 4.131
complex_91w.pdb 4.132
complex_34w.pdb 4.133
complex_13w.pdb 4.160
complex_67w.pdb 4.260
complex_4w.pdb 4.319
complex_36w.pdb 4.420
complex_17w.pdb 4.533
complex_76w.pdb 5.025
complex_1w.pdb 5.204
complex_35w.pdb 5.683
complex_119w.pdb 8.098
complex_123w.pdb 8.664
